away-draws,away-goals,away-losses,away-opposition-goals,away-wins,date,home-draws,home-goals,home-losses,home-opposition-goals,home-wins,odds-away,odds-draw,odds-home,result
4,14,3,13,3,2010-10-30,2,14,5,18,3,2.05,3.5,3.4,A
3,26,1,11,6,2010-10-30,3,14,5,16,2,1.36,4.75,8.0,A
4,13,4,22,2,2010-10-30,1,12,5,16,4,3.9,3.5,1.91,H
3,22,0,8,7,2010-10-30,3,34,0,7,7,4.5,3.5,1.8,A
3,17,2,12,5,2010-10-30,0,7,8,19,2,1.91,3.5,3.9,A
2,12,6,24,2,2010-10-31,2,13,3,10,5,5.0,3.8,1.65,H
1,18,4,16,5,2010-10-31,3,20,3,20,4,2.5,3.3,2.75,H
2,10,6,22,2,2010-10-31,2,19,5,21,3,4.5,3.5,1.8,D
1,8,9,29,0,2010-10-31,3,19,1,12,6,9.0,5.5,1.29,D
0,9,9,24,1,2010-11-05,2,10,8,28,0,3.0,3.4,2.3,A
3,14,5,18,2,2010-11-06,4,10,5,24,1,3.0,3.4,2.3,A
1,13,4,13,5,2010-11-06,2,20,2,13,6,7.0,4.0,1.5,H
3,12,6,20,1,2010-11-06,3,16,3,13,4,5.5,3.8,1.62,H
2,11,6,18,2,2010-11-06,2,23,0,8,8,17.0,6.5,1.17,H
3,20,2,17,5,2010-11-07,2,28,1,10,7,12.0,6.5,1.17,A
3,21,1,14,6,2010-11-07,2,10,7,25,1,3.1,3.5,2.2,D
3,28,1,8,6,2010-11-07,1,17,4,14,5,1.75,3.75,4.5,A
1,14,3,10,6,2010-11-07,3,7,6,21,1,1.85,3.6,4.0,D
2,22,0,9,8,2010-11-13,1,13,4,12,5,1.55,4.0,6.0,H
2,8,7,18,1,2010-11-13,3,27,1,8,6,19.0,8.0,1.13,H
2,24,2,9,6,2010-11-14,2,14,2,8,6,2.0,3.4,3.7,H
3,16,3,14,4,2010-11-14,3,9,6,23,1,3.2,3.4,2.2,D
1,21,2,13,7,2010-11-14,3,14,6,22,1,2.7,3.4,2.5,H
3,18,2,15,5,2010-11-14,3,16,4,15,3,3.5,3.4,2.05,D
4,6,5,18,1,2010-11-14,0,11,8,22,2,3.1,3.4,2.25,A
2,29,1,8,7,2010-11-20,2,21,3,11,5,2.88,3.4,2.38,D
0,12,8,25,2,2010-11-20,1,9,8,21,1,3.6,3.5,2.0,H
4,19,1,14,5,2010-11-20,4,11,5,22,1,2.4,3.3,2.9,H
1,15,2,7,7,2010-11-20,2,19,1,11,7,5.0,3.5,1.73,A
2,16,6,21,2,2010-11-20,4,11,4,16,2,3.6,3.5,2.0,H
1,13,4,13,5,2010-11-21,3,17,2,14,5,4.2,3.6,1.83,H
3,10,6,24,1,2010-11-21,1,19,3,15,6,4.2,3.6,1.83,H
2,8,8,27,0,2010-11-21,3,16,3,14,4,10.0,5.0,1.3,H
3,15,4,14,3,2010-11-21,1,15,5,15,4,4.75,3.5,1.75,H
1,16,5,15,4,2010-11-24,4,20,1,14,5,3.2,3.3,2.25,D
4,13,4,21,2,2010-11-24,2,8,8,29,0,2.7,3.4,2.5,A
3,26,1,7,6,2010-11-26,1,11,5,16,4,1.5,4.0,6.75,H
3,19,3,13,4,2010-11-27,1,16,1,6,8,5.5,3.75,1.62,D
2,18,2,12,6,2010-11-27,3,14,4,15,3,1.62,3.75,5.5,A
1,18,3,15,6,2010-11-27,5,17,1,13,4,3.0,3.3,2.35,H
1,8,8,20,1,2010-11-27,2,8,8,27,0,2.88,3.3,2.4,D
2,18,2,12,6,2010-11-28,3,6,7,26,0,4.0,3.4,1.91,H
4,13,3,12,3,2010-11-28,4,14,3,16,3,3.2,3.25,2.25,D
2,17,4,12,4,2010-11-28,2,14,6,19,2,3.0,3.4,2.3,H
3,16,3,11,4,2010-11-28,0,11,8,24,2,1.4,4.5,7.5,A
5,13,2,11,3,2010-12-03,1,17,4,16,5,5.5,3.8,1.6,H
3,16,4,18,3,2010-12-04,3,16,3,11,4,11.0,6.0,1.2,D
2,15,5,18,3,2010-12-04,2,28,2,11,6,12.0,6.5,1.17,H
4,13,3,15,3,2010-12-04,1,22,2,14,7,9.5,5.5,1.25,H
2,17,1,8,7,2010-12-05,2,15,3,12,5,2.4,3.4,2.8,A
4,19,2,12,4,2010-12-05,2,18,4,13,4,3.75,3.4,2.0,H
3,8,6,25,1,2010-12-05,3,9,7,26,0,1.8,3.6,4.33,D
0,9,8,23,2,2010-12-10,1,17,6,23,3,8.0,4.33,1.4,D
